ID,time,assessor_type,feedback_provider,student,assessor,record_id,unmatch,department,log_letter_count,log_date_count,log_id,item,person,value,feedback_letter_count
04_006,2024-10-10T21:54:14Z,faculty,f011,s012,4,6,0,Paediatrics,1258,4,5,supportive,supervisor,5,140
04_007,2024-10-10T22:30:39Z,faculty,f036,s020,4,7,0,Neurology,1599,4,6,criteria.based,ai,4,540
04_007,2024-10-10T22:30:39Z,faculty,f036,s020,4,7,0,Neurology,1599,4,6,criteria.based,supervisor,4,98
04_007,2024-10-10T22:30:39Z,faculty,f036,s020,4,7,0,Neurology,1599,4,6,clear.direction,ai,4,540
04_007,2024-10-10T22:30:39Z,faculty,f036,s020,4,7,0,Neurology,1599,4,6,clear.direction,supervisor,3,98
04_007,2024-10-10T22:30:39Z,faculty,f036,s020,4,7,0,Neurology,1599,4,6,accurate,ai,4,540
04_007,2024-10-10T22:30:39Z,faculty,f036,s020,4,7,0,Neurology,1599,4,6,accurate,supervisor,3,98
04_007,2024-10-10T22:30:39Z,faculty,f036,s020,4,7,0,Neurology,1599,4,6,prioritization,ai,4,540
04_007,2024-10-10T22:30:39Z,faculty,f036,s020,4,7,0,Neurology,1599,4,6,prioritization,supervisor,3,98
04_007,2024-10-10T22:30:39Z,faculty,f036,s020,4,7,0,Neurology,1599,4,6,supportive,ai,4,540
04_007,2024-10-10T22:30:39Z,faculty,f036,s020,4,7,0,Neurology,1599,4,6,supportive,supervisor,4,98
04_008,2024-10-10T22:57:32Z,faculty,f007,s007,4,8,0,Paediatrics,1258,4,5,criteria.based,ai,4,262
04_008,2024-10-10T22:57:32Z,faculty,f007,s007,4,8,0,Paediatrics,1258,4,5,criteria.based,supervisor,4,167
04_008,2024-10-10T22:57:32Z,faculty,f007,s007,4,8,0,Paediatrics,1258,4,5,clear.direction,ai,5,262
04_008,2024-10-10T22:57:32Z,faculty,f007,s007,4,8,0,Paediatrics,1258,4,5,clear.direction,supervisor,4,167
04_008,2024-10-10T22:57:32Z,faculty,f007,s007,4,8,0,Paediatrics,1258,4,5,accurate,ai,5,262
04_008,2024-10-10T22:57:32Z,faculty,f007,s007,4,8,0,Paediatrics,1258,4,5,accurate,supervisor,5,167
04_008,2024-10-10T22:57:32Z,faculty,f007,s007,4,8,0,Paediatrics,1258,4,5,prioritization,ai,4,262
04_008,2024-10-10T22:57:32Z,faculty,f007,s007,4,8,0,Paediatrics,1258,4,5,prioritization,supervisor,4,167
04_008,2024-10-10T22:57:32Z,faculty,f007,s007,4,8,0,Paediatrics,1258,4,5,supportive,ai,5,262
04_008,2024-10-10T22:57:32Z,faculty,f007,s007,4,8,0,Paediatrics,1258,4,5,supportive,supervisor,5,167
04_009,2024-10-10T23:48:46Z,faculty,f017,s014,4,9,0,Paediatrics,99,2,7,criteria.based,ai,4,240
04_009,2024-10-10T23:48:46Z,faculty,f017,s014,4,9,0,Paediatrics,99,2,7,criteria.based,supervisor,2,37
04_009,2024-10-10T23:48:46Z,faculty,f017,s014,4,9,0,Paediatrics,99,2,7,clear.direction,ai,5,240
04_009,2024-10-10T23:48:46Z,faculty,f017,s014,4,9,0,Paediatrics,99,2,7,clear.direction,supervisor,2,37
04_009,2024-10-10T23:48:46Z,faculty,f017,s014,4,9,0,Paediatrics,99,2,7,accurate,ai,5,240
04_009,2024-10-10T23:48:46Z,faculty,f017,s014,4,9,0,Paediatrics,99,2,7,accurate,supervisor,5,37
04_009,2024-10-10T23:48:46Z,faculty,f017,s014,4,9,0,Paediatrics,99,2,7,prioritization,ai,5,240
04_009,2024-10-10T23:48:46Z,faculty,f017,s014,4,9,0,Paediatrics,99,2,7,prioritization,supervisor,5,37
04_009,2024-10-10T23:48:46Z,faculty,f017,s014,4,9,0,Paediatrics,99,2,7,supportive,ai,5,240
04_009,2024-10-10T23:48:46Z,faculty,f017,s014,4,9,0,Paediatrics,99,2,7,supportive,supervisor,5,37
04_010,2024-10-10T23:41:28Z,faculty,f038,s033,4,10,0,Thoracic Surgery Unit,572,3,8,criteria.based,ai,5,331
04_010,2024-10-10T23:41:28Z,faculty,f038,s033,4,10,0,Thoracic Surgery Unit,572,3,8,criteria.based,supervisor,2,38
04_010,2024-10-10T23:41:28Z,faculty,f038,s033,4,10,0,Thoracic Surgery Unit,572,3,8,clear.direction,ai,5,331
04_010,2024-10-10T23:41:28Z,faculty,f038,s033,4,10,0,Thoracic Surgery Unit,572,3,8,clear.direction,supervisor,2,38
04_010,2024-10-10T23:41:28Z,faculty,f038,s033,4,10,0,Thoracic Surgery Unit,572,3,8,accurate,ai,5,331
04_010,2024-10-10T23:41:28Z,faculty,f038,s033,4,10,0,Thoracic Surgery Unit,572,3,8,accurate,supervisor,4,38
04_010,2024-10-10T23:41:28Z,faculty,f038,s033,4,10,0,Thoracic Surgery Unit,572,3,8,prioritization,ai,5,331
04_010,2024-10-10T23:41:28Z,faculty,f038,s033,4,10,0,Thoracic Surgery Unit,572,3,8,prioritization,supervisor,4,38
04_010,2024-10-10T23:41:28Z,faculty,f038,s033,4,10,0,Thoracic Surgery Unit,572,3,8,supportive,ai,5,331
04_010,2024-10-10T23:41:28Z,faculty,f038,s033,4,10,0,Thoracic Surgery Unit,572,3,8,supportive,supervisor,4,38
04_011,2024-10-11T11:19:15Z,faculty,f007,s007,4,11,0,Surgical Unit,818,4,9,criteria.based,ai,4,381
04_011,2024-10-11T11:19:15Z,faculty,f007,s007,4,11,0,Surgical Unit,818,4,9,criteria.based,supervisor,1,49
04_011,2024-10-11T11:19:15Z,faculty,f007,s007,4,11,0,Surgical Unit,818,4,9,clear.direction,ai,4,381
04_011,2024-10-11T11:19:15Z,faculty,f007,s007,4,11,0,Surgical Unit,818,4,9,clear.direction,supervisor,1,49
04_011,2024-10-11T11:19:15Z,faculty,f007,s007,4,11,0,Surgical Unit,818,4,9,accurate,ai,5,381
04_011,2024-10-11T11:19:15Z,faculty,f007,s007,4,11,0,Surgical Unit,818,4,9,accurate,supervisor,1,49
04_011,2024-10-11T11:19:15Z,faculty,f007,s007,4,11,0,Surgical Unit,818,4,9,prioritization,ai,4,381
04_011,2024-10-11T11:19:15Z,faculty,f007,s007,4,11,0,Surgical Unit,818,4,9,prioritization,supervisor,2,49
04_011,2024-10-11T11:19:15Z,faculty,f007,s007,4,11,0,Surgical Unit,818,4,9,supportive,ai,5,381
04_011,2024-10-11T11:19:15Z,faculty,f007,s007,4,11,0,Surgical Unit,818,4,9,supportive,supervisor,5,49
04_012,2024-10-11T11:25:32Z,faculty,f007,s006,4,12,0,Thoracic Surgery Unit,572,3,8,criteria.based,ai,5,325
04_012,2024-10-11T11:25:32Z,faculty,f007,s006,4,12,0,Thoracic Surgery Unit,572,3,8,criteria.based,supervisor,5,118
04_012,2024-10-11T11:25:32Z,faculty,f007,s006,4,12,0,Thoracic Surgery Unit,572,3,8,clear.direction,ai,5,325
04_012,2024-10-11T11:25:32Z,faculty,f007,s006,4,12,0,Thoracic Surgery Unit,572,3,8,clear.direction,supervisor,5,118
04_012,2024-10-11T11:25:32Z,faculty,f007,s006,4,12,0,Thoracic Surgery Unit,572,3,8,accurate,ai,5,325
04_012,2024-10-11T11:25:32Z,faculty,f007,s006,4,12,0,Thoracic Surgery Unit,572,3,8,accurate,supervisor,5,118
04_012,2024-10-11T11:25:32Z,faculty,f007,s006,4,12,0,Thoracic Surgery Unit,572,3,8,prioritization,ai,5,325
04_012,2024-10-11T11:25:32Z,faculty,f007,s006,4,12,0,Thoracic Surgery Unit,572,3,8,prioritization,supervisor,5,118
04_012,2024-10-11T11:25:32Z,faculty,f007,s006,4,12,0,Thoracic Surgery Unit,572,3,8,supportive,ai,5,325
04_012,2024-10-11T11:25:32Z,faculty,f007,s006,4,12,0,Thoracic Surgery Unit,572,3,8,supportive,supervisor,5,118
04_013,2024-10-11T11:32:53Z,faculty,f015,s022,4,13,0,Paediatrics,230,2,10,criteria.based,ai,5,401
04_013,2024-10-11T11:32:53Z,faculty,f015,s022,4,13,0,Paediatrics,230,2,10,criteria.based,supervisor,5,143
04_013,2024-10-11T11:32:53Z,faculty,f015,s022,4,13,0,Paediatrics,230,2,10,clear.direction,ai,5,401
04_013,2024-10-11T11:32:53Z,faculty,f015,s022,4,13,0,Paediatrics,230,2,10,clear.direction,supervisor,4,143
04_013,2024-10-11T11:32:53Z,faculty,f015,s022,4,13,0,Paediatrics,230,2,10,accurate,ai,5,401
04_013,2024-10-11T11:32:53Z,faculty,f015,s022,4,13,0,Paediatrics,230,2,10,accurate,supervisor,5,143
04_013,2024-10-11T11:32:53Z,faculty,f015,s022,4,13,0,Paediatrics,230,2,10,prioritization,ai,5,401
04_013,2024-10-11T11:32:53Z,faculty,f015,s022,4,13,0,Paediatrics,230,2,10,prioritization,supervisor,4,143
04_013,2024-10-11T11:32:53Z,faculty,f015,s022,4,13,0,Paediatrics,230,2,10,supportive,ai,5,401
04_013,2024-10-11T11:32:53Z,faculty,f015,s022,4,13,0,Paediatrics,230,2,10,supportive,supervisor,5,143
04_014,2024-10-11T11:43:02Z,faculty,f002,s001,4,14,0,Thoracic Surgery Unit,738,4,11,criteria.based,ai,4,323
04_014,2024-10-11T11:43:02Z,faculty,f002,s001,4,14,0,Thoracic Surgery Unit,738,4,11,criteria.based,supervisor,1,48
04_014,2024-10-11T11:43:02Z,faculty,f002,s001,4,14,0,Thoracic Surgery Unit,738,4,11,clear.direction,ai,5,323
04_014,2024-10-11T11:43:02Z,faculty,f002,s001,4,14,0,Thoracic Surgery Unit,738,4,11,clear.direction,supervisor,2,48
04_014,2024-10-11T11:43:02Z,faculty,f002,s001,4,14,0,Thoracic Surgery Unit,738,4,11,accurate,ai,4,323
04_014,2024-10-11T11:43:02Z,faculty,f002,s001,4,14,0,Thoracic Surgery Unit,738,4,11,accurate,supervisor,4,48
04_014,2024-10-11T11:43:02Z,faculty,f002,s001,4,14,0,Thoracic Surgery Unit,738,4,11,prioritization,ai,4,323
04_014,2024-10-11T11:43:02Z,faculty,f002,s001,4,14,0,Thoracic Surgery Unit,738,4,11,prioritization,supervisor,3,48
04_014,2024-10-11T11:43:02Z,faculty,f002,s001,4,14,0,Thoracic Surgery Unit,738,4,11,supportive,ai,5,323
04_014,2024-10-11T11:43:02Z,faculty,f002,s001,4,14,0,Thoracic Surgery Unit,738,4,11,supportive,supervisor,5,48
04_015,2024-10-11T11:53:55Z,faculty,f027,s029,4,15,0,Geriatric Medicine,1253,3,12,criteria.based,ai,5,367
04_015,2024-10-11T11:53:55Z,faculty,f027,s029,4,15,0,Geriatric Medicine,1253,3,12,criteria.based,supervisor,5,115
04_015,2024-10-11T11:53:55Z,faculty,f027,s029,4,15,0,Geriatric Medicine,1253,3,12,clear.direction,ai,5,367
04_015,2024-10-11T11:53:55Z,faculty,f027,s029,4,15,0,Geriatric Medicine,1253,3,12,clear.direction,supervisor,2,115
04_015,2024-10-11T11:53:55Z,faculty,f027,s029,4,15,0,Geriatric Medicine,1253,3,12,accurate,ai,4,367
04_015,2024-10-11T11:53:55Z,faculty,f027,s029,4,15,0,Geriatric Medicine,1253,3,12,accurate,supervisor,5,115
04_015,2024-10-11T11:53:55Z,faculty,f027,s029,4,15,0,Geriatric Medicine,1253,3,12,prioritization,ai,4,367
04_015,2024-10-11T11:53:55Z,faculty,f027,s029,4,15,0,Geriatric Medicine,1253,3,12,prioritization,supervisor,4,115
04_015,2024-10-11T11:53:55Z,faculty,f027,s029,4,15,0,Geriatric Medicine,1253,3,12,supportive,ai,5,367
04_015,2024-10-11T11:53:55Z,faculty,f027,s029,4,15,0,Geriatric Medicine,1253,3,12,supportive,supervisor,5,115
04_016,2024-10-11T12:01:15Z,faculty,f001,s036,4,16,0,Thoracic Surgery Unit,738,4,11,criteria.based,ai,4,411
04_016,2024-10-11T12:01:15Z,faculty,f001,s036,4,16,0,Thoracic Surgery Unit,738,4,11,criteria.based,supervisor,5,246
04_016,2024-10-11T12:01:15Z,faculty,f001,s036,4,16,0,Thoracic Surgery Unit,738,4,11,clear.direction,ai,4,411
04_016,2024-10-11T12:01:15Z,faculty,f001,s036,4,16,0,Thoracic Surgery Unit,738,4,11,clear.direction,supervisor,5,246
04_016,2024-10-11T12:01:15Z,faculty,f001,s036,4,16,0,Thoracic Surgery Unit,738,4,11,accurate,ai,5,411
04_016,2024-10-11T12:01:15Z,faculty,f001,s036,4,16,0,Thoracic Surgery Unit,738,4,11,accurate,supervisor,5,246
04_016,2024-10-11T12:01:15Z,faculty,f001,s036,4,16,0,Thoracic Surgery Unit,738,4,11,prioritization,ai,4,411
04_016,2024-10-11T12:01:15Z,faculty,f001,s036,4,16,0,Thoracic Surgery Unit,738,4,11,prioritization,supervisor,5,246
04_016,2024-10-11T12:01:15Z,faculty,f001,s036,4,16,0,Thoracic Surgery Unit,738,4,11,supportive,ai,5,411
04_016,2024-10-11T12:01:15Z,faculty,f001,s036,4,16,0,Thoracic Surgery Unit,738,4,11,supportive,supervisor,5,246
04_017,2024-10-11T12:09:07Z,faculty,f020,s019,4,17,0,Paediatrics,698,4,13,criteria.based,ai,4,294
04_017,2024-10-11T12:09:07Z,faculty,f020,s019,4,17,0,Paediatrics,698,4,13,criteria.based,supervisor,5,159
04_017,2024-10-11T12:09:07Z,faculty,f020,s019,4,17,0,Paediatrics,698,4,13,clear.direction,ai,4,294
04_017,2024-10-11T12:09:07Z,faculty,f020,s019,4,17,0,Paediatrics,698,4,13,clear.direction,supervisor,5,159
04_017,2024-10-11T12:09:07Z,faculty,f020,s019,4,17,0,Paediatrics,698,4,13,accurate,ai,5,294
04_017,2024-10-11T12:09:07Z,faculty,f020,s019,4,17,0,Paediatrics,698,4,13,accurate,supervisor,5,159
04_017,2024-10-11T12:09:07Z,faculty,f020,s019,4,17,0,Paediatrics,698,4,13,prioritization,ai,4,294
04_017,2024-10-11T12:09:07Z,faculty,f020,s019,4,17,0,Paediatrics,698,4,13,prioritization,supervisor,5,159
04_017,2024-10-11T12:09:07Z,faculty,f020,s019,4,17,0,Paediatrics,698,4,13,supportive,ai,5,294
04_017,2024-10-11T12:09:07Z,faculty,f020,s019,4,17,0,Paediatrics,698,4,13,supportive,supervisor,5,159
05_018,2024-10-15T01:26:42Z,faculty,f001,s044,5,18,0,Paediatrics,1094,4,14,criteria.based,ai,4,406
05_018,2024-10-15T01:26:42Z,faculty,f001,s044,5,18,0,Paediatrics,1094,4,14,criteria.based,supervisor,3,148
05_018,2024-10-15T01:26:42Z,faculty,f001,s044,5,18,0,Paediatrics,1094,4,14,clear.direction,ai,2,406
05_018,2024-10-15T01:26:42Z,faculty,f001,s044,5,18,0,Paediatrics,1094,4,14,clear.direction,supervisor,3,148
05_018,2024-10-15T01:26:42Z,faculty,f001,s044,5,18,0,Paediatrics,1094,4,14,accurate,ai,4,406
05_018,2024-10-15T01:26:42Z,faculty,f001,s044,5,18,0,Paediatrics,1094,4,14,accurate,supervisor,5,148
05_018,2024-10-15T01:26:42Z,faculty,f001,s044,5,18,0,Paediatrics,1094,4,14,prioritization,ai,3,406
05_018,2024-10-15T01:26:42Z,faculty,f001,s044,5,18,0,Paediatrics,1094,4,14,prioritization,supervisor,5,148
05_018,2024-10-15T01:26:42Z,faculty,f001,s044,5,18,0,Paediatrics,1094,4,14,supportive,ai,3,406
05_018,2024-10-15T01:26:42Z,faculty,f001,s044,5,18,0,Paediatrics,1094,4,14,supportive,supervisor,3,148
05_019,2024-10-15T01:39:27Z,faculty,f011,s012,5,19,0,Paediatrics,510,4,15,criteria.based,ai,5,389
05_019,2024-10-15T01:39:27Z,faculty,f011,s012,5,19,0,Paediatrics,510,4,15,criteria.based,supervisor,5,368
05_019,2024-10-15T01:39:27Z,faculty,f011,s012,5,19,0,Paediatrics,510,4,15,clear.direction,ai,3,389
05_019,2024-10-15T01:39:27Z,faculty,f011,s012,5,19,0,Paediatrics,510,4,15,clear.direction,supervisor,5,368
05_019,2024-10-15T01:39:27Z,faculty,f011,s012,5,19,0,Paediatrics,510,4,15,accurate,ai,3,389
05_019,2024-10-15T01:39:27Z,faculty,f011,s012,5,19,0,Paediatrics,510,4,15,accurate,supervisor,5,368
05_019,2024-10-15T01:39:27Z,faculty,f011,s012,5,19,0,Paediatrics,510,4,15,prioritization,ai,3,389
05_019,2024-10-15T01:39:27Z,faculty,f011,s012,5,19,0,Paediatrics,510,4,15,prioritization,supervisor,5,368
05_019,2024-10-15T01:39:27Z,faculty,f011,s012,5,19,0,Paediatrics,510,4,15,supportive,ai,5,389
05_019,2024-10-15T01:39:27Z,faculty,f011,s012,5,19,0,Paediatrics,510,4,15,supportive,supervisor,5,368
05_020,2024-10-27T20:16:38Z,faculty,f016,s013,5,20,0,Thoracic Surgery Unit,1148,5,16,criteria.based,ai,4,401
05_020,2024-10-27T20:16:38Z,faculty,f016,s013,5,20,0,Thoracic Surgery Unit,1148,5,16,criteria.based,supervisor,1,30
05_020,2024-10-27T20:16:38Z,faculty,f016,s013,5,20,0,Thoracic Surgery Unit,1148,5,16,clear.direction,ai,4,401
05_020,2024-10-27T20:16:38Z,faculty,f016,s013,5,20,0,Thoracic Surgery Unit,1148,5,16,clear.direction,supervisor,1,30
05_020,2024-10-27T20:16:38Z,faculty,f016,s013,5,20,0,Thoracic Surgery Unit,1148,5,16,accurate,ai,4,401
05_020,2024-10-27T20:16:38Z,faculty,f016,s013,5,20,0,Thoracic Surgery Unit,1148,5,16,accurate,supervisor,5,30
05_020,2024-10-27T20:16:38Z,faculty,f016,s013,5,20,0,Thoracic Surgery Unit,1148,5,16,prioritization,ai,4,401
05_020,2024-10-27T20:16:38Z,faculty,f016,s013,5,20,0,Thoracic Surgery Unit,1148,5,16,prioritization,supervisor,3,30
05_020,2024-10-27T20:16:38Z,faculty,f016,s013,5,20,0,Thoracic Surgery Unit,1148,5,16,supportive,ai,5,401
05_020,2024-10-27T20:16:38Z,faculty,f016,s013,5,20,0,Thoracic Surgery Unit,1148,5,16,supportive,supervisor,5,30
05_021,2024-10-27T20:25:06Z,faculty,f003,s002,5,21,0,Geriatric Medicine,1253,3,12,criteria.based,ai,4,326
05_021,2024-10-27T20:25:06Z,faculty,f003,s002,5,21,0,Geriatric Medicine,1253,3,12,criteria.based,supervisor,2,81
05_021,2024-10-27T20:25:06Z,faculty,f003,s002,5,21,0,Geriatric Medicine,1253,3,12,clear.direction,ai,4,326
05_021,2024-10-27T20:25:06Z,faculty,f003,s002,5,21,0,Geriatric Medicine,1253,3,12,clear.direction,supervisor,4,81
05_021,2024-10-27T20:25:06Z,faculty,f003,s002,5,21,0,Geriatric Medicine,1253,3,12,accurate,ai,4,326
05_021,2024-10-27T20:25:06Z,faculty,f003,s002,5,21,0,Geriatric Medicine,1253,3,12,accurate,supervisor,5,81
05_021,2024-10-27T20:25:06Z,faculty,f003,s002,5,21,0,Geriatric Medicine,1253,3,12,prioritization,ai,4,326
05_021,2024-10-27T20:25:06Z,faculty,f003,s002,5,21,0,Geriatric Medicine,1253,3,12,prioritization,supervisor,4,81
05_021,2024-10-27T20:25:06Z,faculty,f003,s002,5,21,0,Geriatric Medicine,1253,3,12,supportive,ai,5,326
05_021,2024-10-27T20:25:06Z,faculty,f003,s002,5,21,0,Geriatric Medicine,1253,3,12,supportive,supervisor,5,81
05_022,2024-10-27T20:47:47Z,faculty,f011,s012,5,22,0,Thoracic Surgery Unit,1148,5,16,criteria.based,ai,4,379
05_022,2024-10-27T20:47:47Z,faculty,f011,s012,5,22,0,Thoracic Surgery Unit,1148,5,16,criteria.based,supervisor,1,123
05_022,2024-10-27T20:47:47Z,faculty,f011,s012,5,22,0,Thoracic Surgery Unit,1148,5,16,clear.direction,ai,4,379
05_022,2024-10-27T20:47:47Z,faculty,f011,s012,5,22,0,Thoracic Surgery Unit,1148,5,16,clear.direction,supervisor,1,123
05_022,2024-10-27T20:47:47Z,faculty,f011,s012,5,22,0,Thoracic Surgery Unit,1148,5,16,accurate,ai,3,379
05_022,2024-10-27T20:47:47Z,faculty,f011,s012,5,22,0,Thoracic Surgery Unit,1148,5,16,accurate,supervisor,1,123
